,product_description,category,id
9314,monday saturday pm call please cash collect high road leytonstone e jtdelivery arranged extra costfully serviced perfect quality working good condition cleaned tested many items brand new second hand sale see items salecash collect pleaselondondelivery arranged extra cost,Office Furniture & Equipment / Restaurant & Catering Equipment,84dea311-3fa6-45d2-bcec-24f8df6d69ef
9315,monday saturday pm call please cash collect high road leytonstone e jtdelivery arranged extra costfully serviced perfect quality working good condition cleaned tested many items brand new second hand sale see items salecash collect pleaselondondelivery arranged extra cost,Office Furniture & Equipment / Restaurant & Catering Equipment,e21b503f-19c1-4b1f-bbae-8be4fd50d570
9316,monday saturday pm call please cash collect high road leytonstone e jtdelivery arranged extra costfully serviced perfect quality working good condition cleaned tested many items brand new second hand sale see items salecash collect pleaselondondelivery arranged extra cost,Office Furniture & Equipment / Restaurant & Catering Equipment,590b4b91-ec3d-4bea-b7e4-56a38aa73434
9317,monday saturday pm call please cash collect high road leytonstone e jtdelivery arranged extra costfully serviced perfect quality working good condition cleaned tested many items brand new second hand sale see items salecash collect pleaselondondelivery arranged extra cost,Office Furniture & Equipment / Restaurant & Catering Equipment,37de08e9-adb4-4d37-8e0e-e56784d06ba0
9318,monday saturday pm call please cash collect high road leytonstone e jtdelivery arranged extra costfully serviced perfect quality working good condition cleaned tested many items brand new second hand sale see items salecash collect pleaselondondelivery arranged extra cost,Office Furniture & Equipment / Restaurant & Catering Equipment,e68dda26-38e5-43de-b947-9e885f976933
9319,monday saturday pm call please cash collect high road leytonstone e jtdelivery arranged extra costfully serviced perfect quality working good condition cleaned tested many items brand new second hand sale see items salecash collect pleaselondondelivery arranged extra cost,Office Furniture & Equipment / Restaurant & Catering Equipment,df3a9835-b081-4364-920d-1328770cdc0c
9320,condition good newvidoe available request shredder operationdescription throat width mm litre waste basketshreds sheets x mm piecesshredding speed per minuteauto onoffreverse functiondin level size h w dcm,"Office Furniture & Equipment / Supplies, Equipment & Stationery / Shredders",03b8f894-f616-4501-91ea-6aa30cfbc799
9321,condition good newsuitable laminating documentsmaximum pouch thickness micronsheats minuteslaminates cm per minutesuitable laminating photosantijam technologygeneral informationsize h w dcm,"Office Furniture & Equipment / Supplies, Equipment & Stationery / Other Office Equipment",12d6a377-41c7-48f4-91f7-f0b51f1c3f4a
9322,planetary commercial stand mixerdough mixer machine attachment good working order collection prestwickayrshire heavy two man lift required fits back volvo estate ideal replacement back machine new bargain see get,Office Furniture & Equipment / Restaurant & Catering Equipment,6ebdb4c2-6c98-4709-9232-c344d6b96d21
9323,monday saturday pm call please cash collect high road leytonstone e jtdelivery arranged extra costfully serviced perfect quality working good condition cleaned tested many items brand new second hand sale see items salecash collect pleaselondondelivery arranged extra cost,Office Furniture & Equipment / Restaurant & Catering Equipment,f29ea72c-bda8-4570-9d7b-228041c98e9c
9324,monday saturday pm call please cash collect high road leytonstone e jtdelivery arranged extra costfully serviced perfect quality working good condition cleaned tested many items brand new second hand sale see items salecash collect pleaselondondelivery arranged extra cost,Office Furniture & Equipment / Restaurant & Catering Equipment,201aebe9-a394-4cff-a306-948b623baef7
9325,monday saturday pm call please cash collect high road leytonstone e jtdelivery arranged extra costfully serviced perfect quality working good condition cleaned tested many items brand new second hand sale see items salecash collect pleaselondondelivery arranged extra cost,Office Furniture & Equipment / Restaurant & Catering Equipment,af5d3a15-5974-4ba3-a5d2-50f359e4f38b
9326,monday saturday pm call please cash collect high road leytonstone e jtdelivery arranged extra costfully serviced perfect quality working good condition cleaned tested many items brand new second hand sale see items salecash collect pleaselondondelivery arranged extra cost,Office Furniture & Equipment / Restaurant & Catering Equipment,4a7199dc-ea00-467a-80c8-d1327580f1ee
9327,key safe cabinet newlockable x keys wall mountable w cmh cmd cm,"Office Furniture & Equipment / Supplies, Equipment & Stationery / Other Office Equipment",a3118d5f-d6ae-4848-8356-47ddc2a448ab
9328,monday saturday pm call please cash collect high road leytonstone e jtdelivery arranged extra costfully serviced perfect quality working good condition cleaned tested many items brand new second hand sale see items salecash collect pleaselondondelivery arranged extra cost,Office Furniture & Equipment / Restaurant & Catering Equipment,76f2d9d1-6153-4a8f-8e12-30e4877de8c2
9329,large one piece computer deskused still quality item immediate saleheightcm widthcmxdepth cm,Office Furniture & Equipment / Office Furniture / Desks & Tables,68e9ad20-3c7b-49d7-8708-2255f5877200
9330,thanks viewing solid wood mahogany desk pullout keyboard shelf castor wheels good conditionthe wheels locked pullout keyboard drawer removed also includes cd trayes removed moment includedwidth cmheight cmdepth cm cm sticking outi also deliver locally freethanks looking,Office Furniture & Equipment / Office Furniture / Desks & Tables,cc6c0db1-5413-4547-a043-ef06a02a8823
9334,im selling lovely cafe business shop situated moss street busy street selling business everything sits right including stock etc also business good reputation facebook ubereats eat also google review busy place rent pm business rates pay welcoming people view enquire serious reply time wasters shop bags potential built good standard business someone walk right today wanted reason im selling moved scotland,Office Furniture & Equipment / Restaurant & Catering Equipment,68421b90-5bd0-4376-a3a9-81f382e68480
9338,monday saturday pm call please cash collect high road leytonstone e jtdelivery arranged extra costfully serviced perfect quality working good condition cleaned tested many items brand new second hand sale see items salecash collect pleaselondondelivery arranged extra cost,Office Furniture & Equipment / Restaurant & Catering Equipment,16901d9d-06f2-4854-a24c-fd6425df46cf
9339,monday saturday pm call please cash collect high road leytonstone e jtdelivery arranged extra costfully serviced perfect quality working good condition cleaned tested many items brand new second hand sale see items salecash collect pleaselondondelivery arranged extra cost,Office Furniture & Equipment / Restaurant & Catering Equipment,df1e08b5-0872-4349-97b6-475f112b7134
9340,heavy duty extraction fan takeaway restorants refurbished new motor made germanycollection carlisle,Office Furniture & Equipment / Restaurant & Catering Equipment,b9f51be0-07fd-4a5d-9fae-77e418f1e952
9345,epson printer scanner good condition ink installment disc collection ilfracombe,"Office Furniture & Equipment / Supplies, Equipment & Stationery / Printers",6080024c-9ae2-403c-ad42-9320bff8f7fa
9348,x bottle wine rackscan tessellated create bigger wine rack,Office Furniture & Equipment / Retail & Shop Fittings / Shelving & Racking,a5e7adaf-458b-4b9f-b735-e4d1f9d5010b
9349,manufactured northern ireland prop engineeringfabrication company use l grade stainless steel cheap grade sizes available mm long x mm wide x mm tallmm long x mm wide x tall mm upstandbacksplashmm long x mm wide x mm tallmm long x mm wide x mm tall mm upstandbacksplashall polished stainless steel table bottom shelfmm box section frame legs adjustable feet ideal wide variety uses food prep catering workshop etc also available without bottom shelf different sizes available along single sink units worktopsink combi unitsstainless steel shelving panelling security bollards also sale delivery available,Office Furniture & Equipment / Restaurant & Catering Equipment,55263f3b-525a-4a78-b61a-c1b69534e9a8
9353,best quality priced genuine products highest standard food industry top brands henny penny taylor middleby marshall lincoln impinger pitco best priced package deal available anywhere supplied fully refurbished new products items sold warranty free uk delivery please call sales staff help withany questions may havekind regards please aware sell bogus copies china leave companies uk henny penny fried chicken shop packagethis best priced deal europe leaders industry largest selection available europe buy full confidence established since x fully rebuilt genuine original henny penny chickenpressure fryers x brand new hcw heated display warmer ce approved cheap copy x brand new motorised breading sifting table kfc approved x brand new speed pack table stand hcw warmer sit x brand new freestanding chip dump station x brand new drawer bun warmer x fully refurbished pitco sg twin basket freestanding fryer x brand new landing table sits inbetween pressure fryers loading unloading baskets free charge x fully refurbished prince castle toaster vctt turbo output model models cost buy new normally sell reconditioned brand new gas chargrill stainless steel stand worth offer strictly first come first served basis limited limited number customers toasters gone gonedont delay call today avoid disappointment free uk delivery also included offer limited availability cannot matched anyone europe selling genuine henny penny products questions please call,Office Furniture & Equipment / Restaurant & Catering Equipment,bf17b245-e4e6-4e1f-b4fd-ceb50687f327
9357,family business run husband wife cafe takeaway deli barvery reluctant sale due health reasons short opening hours pm mon fri onlygreat scope potential increase sales preston railway station within walking distance town centre footfall office retail workers nearby regular customer base county council workers slowly returning work electricity north west hartington road efl west cliff amongst regular clients including primark various fishergate centre workers recently new job centre staff fishergate centrewith increase hours days incl saturday busiest shopping day delivery service excellent scope thriving business aaa taxis directly opposite busy barbers salon next doorspacious store room downstairscheap rent rates utilities electricity water years lease extension terms available landlord price negotiable within reason time wasters please,Office Furniture & Equipment / Restaurant & Catering Equipment,8aa012c0-6182-45bf-9bdd-6863f63f9e4d
9358,beautiful g plan desk absolutely love shape whole thing need something bigger work please organise collection courier length approx inches depth inches height inches couple small scratches post pictures originally bought vintage furniture store,Office Furniture & Equipment / Office Furniture / Desks & Tables,804755e0-4d91-4f67-91a6-e1550eb2dc35
9359,bought wayfair months ago doesnt get used hardly used pretty much good new,Office Furniture & Equipment / Office Furniture / Chairs,11727f0b-5aba-4d00-8bb8-a8ef6c594b7b
9364,carpigiani super uno bp ice cream van machine ideal icecream shop trailer cafe van parlour etcvery rare machine long barrel high output floor standing wheels cut fitted ice cream van r type pump e beater etc magic eye phase viewing recommended genuine enquiries texts withheld callers buyer collect payment collection,Office Furniture & Equipment / Restaurant & Catering Equipment,a60e18c8-02f9-4d3e-8a03-99c848077ad9
9365,x icf hopsack office chairs immaculate condition pair,Office Furniture & Equipment / Office Furniture / Chairs,a56bf7c5-2875-48ac-8a09-49f81e05390c
9366,desk sale strong sturdy good condition marks top use dressing table need go soon possible collection b,Office Furniture & Equipment / Office Furniture / Desks & Tables,94e1904d-5b0d-48bc-8c6e-27c9ef58e3b5
9367,calligaris sideboard presented immaculately brown black glass loads storagea lovely piece add roomcm wide cm depth cm height,Office Furniture & Equipment / Office Furniture / Desks & Tables,dc70686b-777e-48c1-8686-25079d408504
9368,office desk mm wide mm deep mm high feet feet inches old money two pedestals one shallow one deep drawer deep drawers metal file suspension frames filing inserts included shallow drawers horizontal dividers total one pentray insert included desk metal framed chip board top leatherette finish quite sturdy quite heavy,Office Furniture & Equipment / Office Furniture / Desks & Tables,d44371c6-0c24-493c-be83-1d7cdeaa2fa5
9369,new ikea desk lamp adjustable height bought extra never used selling moving home please text phone interested ill confirm arrange pickup many furniture household listings new new due moving please look price negotiated multibuy many thanks lookingly,Office Furniture & Equipment / Office Furniture / Desks & Tables,5279e541-c9ff-45e2-9fc7-a87f02079a12
9370,pair trestles table topdiy project trestles posted matthewbracknell february,Office Furniture & Equipment / Office Furniture / Desks & Tables,2debcf13-4196-4c70-956c-964f6f4d4c21
9371,lovely modern glass desk immaculate condition perking space office home looks greatcollection,Office Furniture & Equipment / Office Furniture / Desks & Tables,55a7084f-bdb0-4e07-8b6e-a83264c1edf8
9372,top quality executive office desk sets drawers cm x cm x cm width desk office desk posted karl office furniture desks tables croydon february desk cm cm desk width cmdrawers cm h cm cm w,Office Furniture & Equipment / Office Furniture / Desks & Tables,69448bae-02c8-496f-af30-d22654675cdd
9379,computer desk couple months old absolutely nothing wrong,Office Furniture & Equipment / Office Furniture / Desks & Tables,94f17ee1-6b59-4f2e-ac73-4fc825ea991f
9380,left hand drainer good condition local pick north finchley,Office Furniture & Equipment / Restaurant & Catering Equipment,8ff3e8d0-cda7-4892-ad19-b11fde0682d0
9381,office computer desks seats mesh chair ergonomic adjustable chair high backalso available black blackredplastic base chrome base please see pictures details delivery arranged extra cost depending post code,Office Furniture & Equipment / Office Furniture / Chairs,563f29f5-4863-471e-812f-8802edebe903
9382,mirror polished stainless steel gastronorm sized chafers water pan nine litre food pan cover one fuel holders per unit capacity ltr gntray internal dimensions mm long x mm wide x mm deep material mirror polished stainless steel lift lid carry handles supplied water pan food pan cover chafing fuel holder per unit fuel included suitable use variety mm deep gastronorm pans used good condition please view items unusual items antiques collection ireby cumbria ca miles north keswick miles south mealsgate quick reply please include postcode message otherwise presume far away collect,Office Furniture & Equipment / Restaurant & Catering Equipment,0233e199-bb12-4abd-b086-501263df7044
9383,really exciting time raj rani arnold road new management place lookout right people become part storytakeaway assistant neededresponsibilities includepreparing pizza dough slicing chopping toppings like vegetables meats making pizzasmanaging front area executing customers orders considering special requestsyou also responsible ensuring areas working clean tidy ensuring pots washed put awayif feel experience part growing team please get touch leave comment message direct discuss hours available wages,Office Furniture & Equipment / Restaurant & Catering Equipment,c7769a69-9f74-4188-b1ec-5e4497d34764
9388,office chair professional highquality office chair price description barely used usual adjustable features would expect high performance office chairin perfect working order tears signs wear fabric product details product dimensions x w x h centimetresrecommended uses product officeroom type officecolour blackmaterial leatherage range description adulthome office desk chair sleek design simple adjustment midback desk chair match different decorative styles ergonomic backrest fit natural curve lower back take pain spinal away body suitable living room study room conference room officebreathable high density mesh back flexible supportive breathable designed support lower backadjustable hbada home office task chair tilt tension pneumatic height adjustable inch inch match different staturestable durable heavy duty base smooth silenced rolling casters max capacity lbs,Office Furniture & Equipment / Office Furniture / Chairs,0b7fc32e-4176-4a9d-b9e1-828e339290ae
9389,touch screen epos system one epos pos takeaway retail full setnewplease scroll full list prices simple pricing surprises small prints one time charge recurring charges commission one touch screen epos printer cash draw software included pricewhat includedall one touch screen epos newthermal receipt printer mm auto cuttermetal uk standard cash drawepos software lifetime license monthly fees free lifefree card machinedelivery optional addonscaller identification device takeaway phone orders extra optional second customer facing screen menu programming takeaway restaurants desserts shop coffee tea shops extra barcode scanner retail shops like offlicense grocery extraextra kitchen printer onsite staff training hoursweighing scale veg sweets extra fully integratedcctv integration extra prices packages package one one epos system mm thermal printer auto cuttercash drawcaller id device bar code scannerepos software life time license monthly delivery setupstaff training year warrantyprices purchased credit card machine without card machine chinese make package two one epos system mm thermal printer auto cuttercash drawcaller id device bar code scannerepos software life time license monthly delivery setupstaff training year warrantyprices purchased credit card machine without card machine taiwan make package three one epos system mm thermal printer auto cuttercash drawcaller id device bar code scannerepos software life time license monthly delivery setupstaff training year warrantyprices purchased credit card machine without card machine korean make package one one epos system mm thermal printer auto cuttercash drawcaller id device bar code scannerepos software life time license monthly delivery setupstaff training year warrantylease option deposit x instalments buy us years experience epos industry support team based uk new customers gets months hardware warranty months time check software product issues menu programming data entry free first months software easy use customers dont need help initial training one epos company actually sends engineer business setup onsite training wea fully integrated various card merchants including payment sense evo payments inhouse software developer working us means minor tweaks software according requirements business model unlike many companies market use epos software resell third party products different software cater different businesses understand food business requirements grocery store business requirements entirely different use one software businesses happy customers united kingdom alone rating starts google business advised read real customers reviews randomly call one check says product sales support features caller identification system phone orderspost code search mapsstock controlstaff clock clock featureshift managementtable management waiter padskitchen screensmultiple menus option morning evening sep menus weekend menuskitchen printersqr code ordering various integrations like payment sense evo payment sms integration comedriver management expense management features restaurants like automatically placing starters top main dishes middle drinks bottom receipttable reservationscash features like cash count float etccomprehensive management reports x z reports sales analysis based products departments staff performance reports hourlydailyweeklyquarterly yearly reports moregrocery store offers managementbutcher labelsbarcode management shelve labels grocery store weighing scale integrated solutionssecond screen integrationonline apps managers see reports hardware specifications inch bazel free touch screen capaciyive touchj intel mother board super fast ssd solid state drive forget cheap sata drives gb ramlatest windows licensedfanless models usb ports ethernet port wifioptional second customer facing screenmetal base body stability ip rating,Office Furniture & Equipment / Retail & Shop Fittings / Cash Registers & Supplies,ed7dae03-9ca8-468c-af2e-37cdf8d65b99
9390,established since units ce approved supplied correct standard required law stainless steel construction acrylic flip top doorsbottom tier designed humidified warmer controlled temprature water well top tier radiant heat comes complete wuth perforated bun pans solid bun pans x grids unit measures mmquot wide x mm deep x mm high unit sold free delivery anywhere mainland uk,Office Furniture & Equipment / Restaurant & Catering Equipment,048e8b8e-7af6-425f-8d85-d6641b77c156
9391,easy build super good condition faults throw planters well,Office Furniture & Equipment / Office Furniture / Desks & Tables,cc0ac25b-b9b7-4359-85c4-66d1e8b18790
9392,mannequin display stands glass metal glass stand toughened safety glass mm x mm removable pin pp metal stand mm xmm fixed pin pp postage please view items mannequin items collection ireby cumbria ca miles north keswick miles south mealsgate,Office Furniture & Equipment / Retail & Shop Fittings / Mannequins,20d5abdb-7e34-405d-960e-845beb26fa0e
9393,wooden book shelf cm height x cm width x cm depth oak veneer,Office Furniture & Equipment / Office Furniture / Bookshelves,ba144b95-ea7a-431d-8bf9-5fdd34213fd9
9394,large male mannequin approx feet inches tall body art detail stand minor scuff marks,Office Furniture & Equipment / Retail & Shop Fittings / Mannequins,c67eaf45-fff7-475e-b13b-d6565f6a8f3d
9395,single unit comprised table metal chairs free collection pollard street manchester,Office Furniture & Equipment / Restaurant & Catering Equipment,87c3121d-8438-4ee8-9219-145481dcd75d
9396,hand made local well known cabinet maker newark beautiful solid pine unleaded desk single draws side thin draw centre freestanding plinthtraditional looks great condition solid wood draw boxes round solid wood handles cost new large desk lots space measurements follow roughly mm long mm high mm deepcan delivered locally fuel,Office Furniture & Equipment / Office Furniture / Desks & Tables,ef0861d1-a771-4799-a178-c2f2c226fe58
9397,steelite cereal soup pudding bowls microwave tops mm deep x mm diameter used times durable yet contemporary classic understated elegance made specifically withstand rigours catering industry piece super vitrified fired high temperature two days ensure strength durability edge rim chip resistant importance glazed foot protect scratching metal marking whilst providing benefit hygienic base bowl microwave top bowls tops bowls tops bowls tops collection ireby cumbria ca miles north keswick miles south mealsgate heavy please bring strong box quick reply please include postcode telephone number message otherwise presume far away collect,Office Furniture & Equipment / Restaurant & Catering Equipment,43ab5abd-8929-44f9-a3d3-55cf69fa54a4
9398,solid wood computer desk heavyvintage varnished suitable home office use collection delivery available delivery charges apply nearest offer offers welcome,Office Furniture & Equipment / Office Furniture / Desks & Tables,a625d57f-a917-418f-828c-0816254619d4
9399,brandnew computeroffice chair recliner back swivel gas lifting degree swivel seat cm wide x cm deepfloor top chair height cm cm adjustable adjustable height cm cmupto degree back recliner deliver fuel cost offers please fully assembled ready use,Office Furniture & Equipment / Office Furniture / Chairs,366df7ae-c138-4ceb-8021-bec596fb549c
9400,shop wig mannequin display head clamps left right back row mannequin head display clamp socket mm high mannequin head display clamp socket mm high mannequin head display clamp socket mm high font row child display head plastic suction cups base mm high head rotates child display head head rotates small clamp socket base mmhigh please note clamps fit adult heads table clamps new unused collection ireby cumbria ca miles south mealsgate miles north keswick postage per head,Office Furniture & Equipment / Retail & Shop Fittings / Mannequins,a501e8cc-2152-4b3f-9e2c-b259165741f1
9401,gaming computer chair brandnew redblack colours blue purple orange pinkgas lifting degree swiveladjustable heightno offerscan deliver fuel cost,Office Furniture & Equipment / Office Furniture / Chairs,b4ec4b39-f3e2-4f65-b5d1-8805ac5c3936
9402,x new stainless steel serving trays mm x mm tray measures mm x mm weighs gms never used estimate postage around cheaper refund difference please view items unusual items antiques collection ireby cumbria ca miles north keswick miles south mealsgate,Office Furniture & Equipment / Restaurant & Catering Equipment,8f3c9cee-9b3c-46a8-bbb1-f451065a4ddf
9403,comfortable minimally used desk chair good condition sale happy answer questions,Office Furniture & Equipment / Office Furniture / Desks & Tables,0d662b18-bc93-4a72-887d-4c2c03dcd38a
9404,cup filter coffee maker works great good conditioncan deliver locally,Office Furniture & Equipment / Restaurant & Catering Equipment,da8753b2-0942-4351-815e-9dfb3e19952d
9405,king street oldhamol dp asking price negotiable licence store open months shop located right front two bus stops tram stop across road college minutes away gala bingo across road oldham town centre minute walk shop shop busy always lot customers walking driving shop use paypoint could added buyer wanted roughly weekly income including expenses shop open pm daily rent including electricitybin collection monthinternet bill monthopening times pm mon sat king street oldhamol dp asking price negotiable,Office Furniture & Equipment / Business For Sale,755334f8-7f48-4f3b-8638-3f657f5e99d3
9406,brand new heavy duty got sale sell separately,"Office Furniture & Equipment / Supplies, Equipment & Stationery / Desk Supplies & Equipment",54d461d1-609d-4518-ba59-e67e0992783d
9407,new songmics fashion style office chairs adjustable seat height degree rotating highquality synthetic leather soft comfortable seat easy clean bilateral arc wing back waist size according body curve design protect reduce pressure spine thick highdensity foam cushion ensure comfortable sitting sense full thick cushion design reduce neck strain bilateral handrail according ergonomic design bow put arms get complete relaxation handrail highdensity foam padding synthetic leather cover surface soft comfortable touching product weight kg max load capacity kg,Office Furniture & Equipment / Office Furniture / Chairs,a0356e87-102e-44c8-873e-d8fbf9c51719
9408,selling desk adjustable chair longer usepurchased ikeain good clean conditionmeasurements followsl cmw cmh cm,Office Furniture & Equipment / Office Furniture / Desks & Tables,24424660-68a5-41f9-a271-5b523661a9af
9413,black metal computer desk wooden top new approx x,Office Furniture & Equipment / Office Furniture / Desks & Tables,afef2d37-f72a-4c5b-918b-75486aadea58
9414,mahogany wall mounted shelves bookcase mm high mm wide deep collection ireby cumbria ca miles north keswick miles south mealsgate please view items bookcases unusual items antiques quick reply please include postcode message otherwise presume far away collect,Office Furniture & Equipment / Office Furniture / Bookshelves,aca562b5-dcc7-4e6e-9aa0-bf4b24719fcb
9415,bought home use good working condition limited use comes box binding combsmanual comb binder sheet punch capacity sheet bind capacityideal occasional use small home officehorizontal document loading lets accurately align pages punchingfeatures handy builtin storage tray combslong punch lever lets punch minimal effort,"Office Furniture & Equipment / Supplies, Equipment & Stationery / Other Office Equipment",f8e424cd-0c10-432e-9496-edff65226e0d
9416,selling desk bike anyone working home looking burn calories want get fit save pricey gym membership crackin device need free space cost less year old,Office Furniture & Equipment / Office Furniture / Desks & Tables,b032fe38-9d41-4bfd-80e7-82202290cb78
9417,great condition catering trailer newly renovated open offers mobile catering trailer posted jay office furniture equipment restaurant catering equipment northampton february,Office Furniture & Equipment / Restaurant & Catering Equipment,befec2f8-eb8c-4621-88f4-2d5de873aa03
9418,x fully rebuilthenny penny genuine original american manufacturedhenny pennychicken pressure fryerall pressure fryers fully stripped framedegreased cleaned framework repainted new firebox insulation side panels new gas valves fully reconditioned burner assembly fittedpump motor reconditioned rewound new seals fittednew drain valve seals replaced pipework cleaned polishednew electrical rewiring brand new computron fastron meridian controller fitted please specify new spindle knobs pressure guage fully polished lid supplied new basket handlesupplied months parts month labour warranty year new computer panelalso free uk delivery included price computron model fastron meridian kfcmodel please call unsure anything querieswe hold largest selection new used fried chicken shop equipment europehenny penny lincoln impinger middleby marshall conveyor pizza ovens ayrking breading tables hcw hcw heated display warmers plus itemsplease see sellers items visit ebay shop free delivery anywhere mainland uk,Office Furniture & Equipment / Restaurant & Catering Equipment,df7d3a81-6fec-44cf-8b21-d315a67a5076
9424,table desk metal frame wood top size wcm x lcm x hcm collect,Office Furniture & Equipment / Office Furniture / Desks & Tables,23c216bb-5d24-4c1c-a6c2-c9d88f90333d
9425,old olympia monica typewriterthis mothers still working order comes carry case collection motcombemust available rd th th march pickup,"Office Furniture & Equipment / Supplies, Equipment & Stationery / Other Office Equipment",5c40c04f-6d90-4aa9-ab5e-45f9fff11bd7
9426,ikea computer chair white black millbergeret three months old good condition bargain deliver edinburgh free charge,Office Furniture & Equipment / Office Furniture / Chairs,bd71db27-4857-46ff-a948-6cac77d1fd76
9427,pine chunky bookcase adjustable shelves solid pine boards back top split removable replacement repair split bought years ago got mm high mm wide deep collection ireby cumbria ca miles north keswick miles south mealsgate please view items unusual items antiques quick reply please include postcode message otherwise presume far away collect,Office Furniture & Equipment / Office Furniture / Bookshelves,537e6beb-e692-40ef-89d5-99509a126b7a
9428,ikea lillhojden swivel chair idemo blackthe chair assembled slightly used good condition slight stain seat smokefree home collection putney london ikea product code,Office Furniture & Equipment / Office Furniture / Chairs,5c679bb7-4b62-4fcb-a413-8319d5b9a5e3
9431,carpigiani ice cream machines available hire local businesss contract add high profit whippy ice creams sundaes chocolate bar milkshakes menu high performance industry leading machines full training support provided machines rented month rolling contract per month cancel time machine collected removed next day hidden charges machines fully serviced repaired replaced part contract need standard amp plug socket start selling available businesss west midlands send us message details,Office Furniture & Equipment / Restaurant & Catering Equipment,e17548bf-be29-4299-8916-c3ecaaf6da56
9432,brand new char broil digital food thermometer telescopic probe brand new packaging needs battery retails buyer collects howden livingston,Office Furniture & Equipment / Restaurant & Catering Equipment,d575d83e-1925-453d-afc8-efa9df310502
9433,dormant company ready go domain namesincluded sale uk fire risk assessments limited registered company name plus domain names,Office Furniture & Equipment / Business For Sale,ab20f481-ac36-4aab-a859-5c2647962970
9434,white desk chair good new located brighton pickup,Office Furniture & Equipment / Office Furniture / Chairs,299e7c08-3c36-4371-bcba-1cb7c7d4a96a
9435,commercial bartlett yeoman burner gas range cooker stainless steel cast iron pan supports brand newoven double doors maximise cooking area easy access good working order measures h x w x mm weighs kg,Office Furniture & Equipment / Restaurant & Catering Equipment,21098fe0-b77d-4eb8-a427-d75299a4a97d
9436,new stock uprights x mm beams decking boards fit per level racking months old looks like new seeviewings welcomed caldicot buy couple bayswe arrange delivery cost youcall anytime onken prices plus vat ex works caldicot,Office Furniture & Equipment / Retail & Shop Fittings / Shelving & Racking,8ec5e8be-205b-45b5-b7e8-bc2da1f43d56
9437,stock uprights x mm beams excellent condition welcome viewings caldicot buy couple bays arrange delivery cost youcall anytime ken prices ex works plus vat,Office Furniture & Equipment / Retail & Shop Fittings / Shelving & Racking,3d61d36a-27b2-479f-b581-2970d4882246
9438,polystyrene dress makers dummy posted kate retail shop fittings mannequins nuthall february,Office Furniture & Equipment / Retail & Shop Fittings / Mannequins,d5066c6a-fd1d-424e-a00f-aef792b54ed5
9439,shahi tandoori clay ovengood conditionfully working orderdimensionscm wcm dcm h,Office Furniture & Equipment / Restaurant & Catering Equipment,2a00da5f-e434-4b9a-87fc-5f3496a480cb
9440,set newish files assorted coloursvery good conditionexcellant shool filing,"Office Furniture & Equipment / Supplies, Equipment & Stationery / Other Office Equipment",202a6a52-5da9-447e-a704-5b4715a4483d
9441,catering equipment kept storage x milan chafing box boxes box pots x pots packaging large portable gas burner small portable gas burner large cooking pot happy negotiate prices serious buyers,Office Furniture & Equipment / Restaurant & Catering Equipment,63a67691-ae66-4d0f-b78f-60c281f492c6
9449,henny penny fried chicken shop packagewe trading years leaders industry hold largest stock henny penny equipment new used europe x fully rebuilt henny penny g gas electric head chicken pressure fryers x brand new hcw heated display warmer ce approved cheap copy x brand new motorised breading sifting table kfc approved x brand new speedpack table stand hcw warmer sit x brand new frymaster srtwin basket gas chip fryer push button ignition x brand new freestanding heated chip dump station x brand new drawer stainless steel bun warmer free package deal also x brand new stainless steel landing table worth absolutley free package package sold free delivery anywhere mainland uk new items supplied full year parts warranty also rebuilt items supplied months parts warranty items sale chicken shop pizza shop outlets henny penny pressure fryers please see sellers items items viewed appointment free delivery anywhere mainland uk many thanks,Office Furniture & Equipment / Restaurant & Catering Equipment,a4afe4e3-5450-4c56-9d9e-2b2e0516a8ab
9459,used desks good condition assembled one left one right hand,Office Furniture & Equipment / Office Furniture / Desks & Tables,75144f70-5103-4d3f-8ae9-ad065ccf332f
9460,hewigo counter type fish frying range x x pansx convectionhalogen heated chip box computerised controls x heated display cabinets motorised auto oilfat filtration motorised extraction system stainless servery counter belero curved stainless front panels led lightsgas poweredalso delivered installed commissioned team gas safe engineers,Office Furniture & Equipment / Restaurant & Catering Equipment,31987752-a722-466d-bd8d-06e248645f68
9461,good working order problems drawers heavy metal vintage filing cabinet painted brown,Office Furniture & Equipment / Office Furniture / Storage & Filing Cabinets,adfdbb44-91e3-4645-a440-ff0b41225b56
9462,metal office tall cabinetcupboardgood conditiondimensions x x cmhave itpriceeach,Office Furniture & Equipment / Office Furniture / Storage & Filing Cabinets,c61c0631-feef-408c-a84b-39aae740c91c
9463,hag chairs left model conventino solid lightweight meeting conference chairs exhibitions schools universaties canteensfreedom movement long meetings etc easily placed stacked awaythe eyecatching wingback design offers fresh look well comfortable chairlook model silverframed type sale office suppliers deliver newcastle area inspect collect sandyford ne areathe price chairs,Office Furniture & Equipment / Office Furniture / Chairs,1caefb1d-ca12-450f-968a-abe650f0520e
9470,office furniture available click next name precious treasure sleek modern home office wave desk desk firwcm availablecondition used dismantled ease movement collection setup incur assembly fee,Office Furniture & Equipment / Office Furniture / Desks & Tables,04aba77e-2dd2-4b06-a0e7-1eac2dbebcc6
9471,ps game fifa easports new condition fifa posted linda video games consoles games plymouth october,Video Games & Consoles / Games,d4e854e9-bdd3-4434-8e9f-9f290bd08e81
