,label,category,image_name,image_array
11853,office_furniture_equipment,2,98f989d2-cdfd-4cd2-8249-2b2ef6992c3e,[0. 0. 0. ... 0. 0. 0.]
11854,clothes_footwear_accessories,9,013e8f6b-74c7-4a65-a3d0-c06d02d21460,[0.         0.         0.         ... 0.00784314 0.00784314 0.00784314]
11855,music_films_books_games,7,36bca583-7422-43e9-b2b2-e78b52d1d06c,[0. 0. 0. ... 0. 0. 0.]
11856,appliances,5,3f8b5b07-4cf7-45db-8ba6-919d3fa3e3a8,[0.         0.         0.02745098 ... 0.         0.         0.        ]
11857,health_beauty,4,bf14abb2-4bf8-4833-8176-9f0b2edf67d6,[0.         0.         0.         ... 0.00784314 0.01568628 0.01568628]
11858,phones_mobile_phones_telecoms,12,6ee705d5-6b10-4d6b-9d5c-a404a80cb9d5,[0.         0.         0.00392157 ... 0.         0.         0.        ]
11859,health_beauty,4,1bd2a847-62ed-4b9b-9388-6f8e229b0e25,[0. 0. 0. ... 0. 0. 0.]
11860,home_garden,1,120636a5-898c-49d1-a081-73eb846a9017,[0. 0. 0. ... 0. 0. 0.]
11861,office_furniture_equipment,2,569b9e9b-f962-404d-a932-417b06b1eb51,[0. 0. 0. ... 0. 0. 0.]
11862,computers_software,11,8f341978-09b3-43a7-b940-0e7e9f51a83f,[0.00392157 0.00392157 0.         ... 0.         0.         0.        ]
11863,home_garden,1,6deb4df5-f159-4038-b2d4-143420565576,[0.65882355 0.83137256 0.827451   ... 0.76862746 0.76862746 0.75686276]
11864,phones_mobile_phones_telecoms,12,d0feac79-dc09-4c2f-86dc-55258affb65d,[0.98039216 0.99607843 0.99607843 ... 1.         1.         1.        ]
11865,computers_software,11,72d77fd6-b747-4acd-9dcc-7b1c3d136f44,[0.00392157 0.00392157 0.00392157 ... 0.         0.         0.        ]
11866,diy_tools_materials,3,ff5d2875-10f7-4b6d-9abb-2c76ddaf3e50,[0. 0. 0. ... 0. 0. 0.]
11867,computers_software,11,78da9c46-b7f9-4e5d-87cd-ca4457489c4e,[0.00392157 0.00392157 0.00392157 ... 0.         0.         0.        ]
11868,home_garden,1,12202dcd-9de1-4329-9fd4-138a3ff3b0fa,[0.         0.         0.         ... 0.00784314 0.01568628 0.01568628]
11869,other_goods,8,cd206819-8aae-49d0-bc2c-744665e8535b,[0.         0.         0.         ... 0.         0.00784314 0.00784314]
11870,office_furniture_equipment,2,605f6444-a2cf-4674-a62e-a7aaedd4977b,[0. 0. 0. ... 0. 0. 0.]
11871,other_goods,8,b08dee0a-7f09-4b24-88ce-6da310a93d1c,[0.         0.         0.         ... 0.00784314 0.01568628 0.01568628]
11872,appliances,5,bb343735-ad5d-4aa9-80fc-4ad89dcabecf,[0.00392157 0.00392157 0.00392157 ... 0.         0.         0.        ]
11873,health_beauty,4,63d57dd5-343b-4e54-bf8c-610b4b1d50b2,[0.00392157 0.00392157 0.00392157 ... 0.         0.         0.        ]
11874,home_garden,1,5a9ee8b6-58d4-468e-951a-05a6db9cdc9e,[0. 0. 0. ... 0. 0. 0.]
11875,other_goods,8,f3b590dd-f698-471c-afcb-a087b09afcda,[0.00392157 0.         0.         ... 0.00784314 0.         0.        ]
11876,other_goods,8,611aa53d-248f-42bc-b509-513bc7a1f030,[0. 0. 0. ... 0. 0. 0.]
11877,diy_tools_materials,3,479f87b7-0f14-40ae-b57a-8997205d6c1e,[0.01176471 0.01568628 0.03137255 ... 0.01960784 0.00784314 0.        ]
11878,sports_leisure_travel,0,718963f7-b41a-4835-93bc-5320262cc38d,[0. 0. 0. ... 0. 0. 0.]
11879,phones_mobile_phones_telecoms,12,2ed94092-ca16-4198-bedb-107dd512bf33,[0.         0.         0.         ... 0.00784314 0.00784314 0.        ]
11880,diy_tools_materials,3,611983fb-52d8-4780-821b-d6cf1a307db4,[0.         0.         0.         ... 0.00784314 0.00784314 0.        ]
11881,other_goods,8,ee68080f-adca-4132-a137-9b607ddbbf5b,[0.03137255 0.02745098 0.01176471 ... 0.         0.         0.        ]
11882,home_garden,1,852cc29b-0190-454a-87d4-595a3c689a91,[0.02352941 0.01176471 0.         ... 0.         0.         0.        ]
11883,clothes_footwear_accessories,9,1ea3991e-6f91-428f-9814-184489bb6b23,[0.01176471 0.01176471 0.01176471 ... 0.         0.         0.        ]
11884,diy_tools_materials,3,99d2cefa-90e6-4e3a-92db-d6706bca1d44,[0. 0. 0. ... 0. 0. 0.]
11885,other_goods,8,03dab349-7454-45ad-b227-58da0eeea2ba,[0.00392157 0.00392157 0.         ... 0.04705882 0.07450981 0.08235294]
11886,office_furniture_equipment,2,de317ee2-d76a-46e2-aae9-c5af3bc4ffc5,[0. 0. 0. ... 0. 0. 0.]
11887,appliances,5,267b6de9-3b0d-463d-b7c5-3aec2c1f5b8d,[0. 0. 0. ... 0. 0. 0.]
11888,home_garden,1,02e3d9f8-f889-457a-bbac-a87bdc21372b,[0.03137255 0.02745098 0.02352941 ... 0.00784314 0.         0.        ]
11889,office_furniture_equipment,2,00591d1a-16c3-4dde-b639-b262b4cae601,[1.        1.        0.9607843 ... 1.        1.        1.       ]
11890,diy_tools_materials,3,0c1ab7b3-11e5-4cb9-a375-0bec888a2a1f,[0.         0.         0.         ... 0.         0.00784314 0.00784314]
11891,other_goods,8,bda65728-8fe9-4dea-ae3c-b54784966b9c,[0.34901962 0.4862745  0.72156864 ... 0.14117648 0.14117648 0.14117648]
11892,home_garden,1,2353e987-626a-4ede-ab0c-961bc4d9dd80,[0. 0. 0. ... 0. 0. 0.]
11893,phones_mobile_phones_telecoms,12,b2cf8a9d-37c9-4946-b58c-5b6bd9dc300f,[0.00392157 0.00392157 0.00392157 ... 0.         0.         0.        ]
11894,video_games_consoles,10,5d7966b2-a237-4696-9357-207e0cf27863,[0.04705882 0.02352941 0.01176471 ... 0.         0.00784314 0.02745098]
11895,appliances,5,a3c68360-66b3-49e8-b1cd-708c06ef015e,[0.01176471 0.00392157 0.         ... 0.00784314 0.         0.        ]
11896,diy_tools_materials,3,ea0f3825-2295-4420-a6ae-7dd1556f471f,[0.972549   0.9607843  0.9843137  ... 1.         0.99215686 1.        ]
11897,diy_tools_materials,3,0d4b541c-c811-4835-8db2-cc0bee47a3c6,[0. 0. 0. ... 0. 0. 0.]
11898,computers_software,11,ae723051-4398-419f-9304-65b12d6b1c16,[0.00392157 0.00392157 0.         ... 0.         0.         0.        ]
11899,baby_kids_stuff,6,b3447dd0-c550-46e8-8609-4644d6f1381f,[0.03137255 0.02745098 0.01568628 ... 0.         0.         0.        ]
11900,video_games_consoles,10,8addecd6-0c4e-408a-aaca-a92a8dc529a5,[0. 0. 0. ... 0. 0. 0.]
11901,other_goods,8,19df1a29-625c-41a8-bfde-52d1b1507cc9,[0. 0. 0. ... 0. 0. 0.]
11902,appliances,5,37d508f8-c6bc-41a4-a3c0-7f82538c3600,[0. 0. 0. ... 0. 0. 0.]
11903,baby_kids_stuff,6,4f8dac5b-3bc8-4ece-9f21-e86741bc11d5,[0. 0. 0. ... 0. 0. 0.]
11904,baby_kids_stuff,6,b013a20b-905a-4c8d-8338-4ba9ca5d9b11,[0.85882354 0.84705883 0.8392157  ... 0.38431373 0.39215687 0.41568628]
11905,home_garden,1,1e111816-b94b-47d3-b4c2-924e048101fd,[0.02352941 0.02352941 0.03137255 ... 0.         0.         0.        ]
11906,home_garden,1,57ea1bdc-2b1b-4e38-ab79-9b95873e429a,[0. 0. 0. ... 0. 0. 0.]
11907,home_garden,1,98464eb8-ba9c-48ee-9695-5635735a94e4,[0.01176471 0.01176471 0.00392157 ... 0.         0.         0.        ]
11908,diy_tools_materials,3,39835409-4f65-44af-bd59-d598c1e2b288,[0.         0.         0.         ... 0.03529412 0.04313726 0.04313726]
11909,office_furniture_equipment,2,9719f1cb-bbc4-4e8c-849e-a1345b6c00f6,[0.         0.         0.         ... 0.         0.00784314 0.00784314]
11910,health_beauty,4,3a424ec0-87c7-402b-8068-2a63059eae71,[0.         0.         0.         ... 0.00784314 0.00784314 0.00784314]
11911,other_goods,8,039c0503-f2fd-4f21-869c-e61934b67990,[0.01568628 0.01568628 0.01176471 ... 0.         0.         0.        ]
11912,health_beauty,4,6b473d1d-4e8c-46c1-97e2-2d39412805c0,[0.00392157 0.00392157 0.00392157 ... 0.         0.         0.        ]
11913,video_games_consoles,10,9f85c345-15c2-436c-9577-b2fa385afa5f,[0. 0. 0. ... 0. 0. 0.]
11914,music_films_books_games,7,a3434384-4ff8-4e20-8df3-65db3a2b8d8a,[0.         0.         0.         ... 0.         0.         0.00784314]
11915,computers_software,11,31ac8991-dd07-4ac8-9a86-0f39082e1e2b,[0.00392157 0.00392157 0.00392157 ... 0.00784314 0.01568628 0.01568628]
11916,other_goods,8,87013b04-bb10-4ce9-b51a-0c8c765a5d65,[0. 0. 0. ... 0. 0. 0.]
11917,diy_tools_materials,3,2c1117ce-70f6-4656-87e7-4fc1e71444ee,[0.         0.         0.         ... 0.01568628 0.00784314 0.00784314]
11918,video_games_consoles,10,592a992d-36b0-4e97-b87e-354e61d1219b,[0.00392157 0.00392157 0.00392157 ... 0.         0.         0.        ]
11919,home_garden,1,3fad4eac-5b77-47bb-b9e1-228fef057de3,[0.02745098 0.00392157 0.         ... 0.03529412 0.03529412 0.03529412]
11920,office_furniture_equipment,2,20e6a190-dc88-4e41-94ed-7112dd1398c6,[0.00392157 0.00392157 0.00392157 ... 0.00784314 0.         0.        ]
11921,office_furniture_equipment,2,68b88706-1111-4896-8c52-7e9394256cea,[0. 0. 0. ... 0. 0. 0.]
11922,appliances,5,94920d0c-685f-4474-9d0c-d9adc3338ac9,[0.         0.         0.         ... 0.00784314 0.00784314 0.00784314]
11923,diy_tools_materials,3,abd5deb3-3a48-448c-ab32-d4cb202db818,[0.         0.9764706  0.9843137  ... 0.85882354 0.83137256 0.        ]
11924,clothes_footwear_accessories,9,059ca45d-344f-4810-a48d-11c0c73232ff,[0.01568628 0.01176471 0.00392157 ... 0.         0.         0.        ]
11925,other_goods,8,ccea15e8-be92-400e-9d67-627deb3a58c5,[1. 1. 1. ... 1. 1. 1.]
11926,home_garden,1,a9bee305-9ca3-494c-9095-a5564e373a93,[0. 0. 0. ... 0. 0. 0.]
11927,clothes_footwear_accessories,9,8ea6979a-e291-452d-88d2-d4c14a62602f,[0.01176471 0.01176471 0.01176471 ... 0.02745098 0.02745098 0.02745098]
11928,home_garden,1,4f9bff2b-407f-4d76-a831-ff656ae205bd,[0.         0.         0.         ... 0.01568628 0.00784314 0.        ]
11929,diy_tools_materials,3,39a98bcf-180d-47b5-802e-0ce8009d7457,[0.00392157 0.00392157 0.         ... 0.         0.         0.        ]
11930,clothes_footwear_accessories,9,6762cc52-5d77-4cce-a3dc-9d8885d61136,[0.         0.         0.00392157 ... 0.         0.         0.        ]
11931,sports_leisure_travel,0,9194d8cf-1e94-429b-9c85-0b019d83cefa,[0.00392157 0.00392157 0.         ... 0.         0.         0.        ]
11932,home_garden,1,8a74a67b-f302-4889-8f18-c9dc4a481d77,[0.00392157 0.00392157 0.00392157 ... 0.01568628 0.01568628 0.01568628]
11933,office_furniture_equipment,2,c1fa9807-01fa-4e89-8d3b-4de3b94e1656,[0.         0.         0.         ... 0.00784314 0.         0.        ]
11934,phones_mobile_phones_telecoms,12,4a2a9ffe-86b7-4193-8648-d399d6b67237,[0.02352941 0.01568628 0.00392157 ... 0.00784314 0.         0.        ]
11935,phones_mobile_phones_telecoms,12,7963be25-85b7-47c9-8a54-715d5895e8ba,[0. 0. 0. ... 0. 0. 0.]
11936,clothes_footwear_accessories,9,497bfeb6-7207-4459-93a4-8de33a49022b,[0.00392157 0.         0.         ... 0.         0.         0.        ]
11937,computers_software,11,9b668e1a-dff6-4fc9-b9c9-c9c9db8d52cc,[0. 0. 0. ... 0. 0. 0.]
11938,office_furniture_equipment,2,ae653d77-a317-4619-b666-d443b720d72b,[0.         0.         0.         ... 0.01568628 0.01568628 0.01568628]
11939,diy_tools_materials,3,460aabd6-7b3c-4130-83ed-61e2b96291df,[0. 0. 0. ... 0. 0. 0.]
11940,video_games_consoles,10,4da91b18-f29a-4c69-bf85-0095ee56431f,[0.         0.         0.01176471 ... 0.00784314 0.         0.        ]
11941,office_furniture_equipment,2,00ee5034-4704-422f-a17f-ef21b304fd8d,[0.00392157 0.         0.         ... 0.         0.         0.        ]
11942,computers_software,11,4f77436c-6cb0-4bf1-966a-90e202a6cda1,[0.00392157 0.00392157 0.00392157 ... 0.         0.         0.        ]
11943,sports_leisure_travel,0,d09e94a8-1177-4c59-a36b-14ec84e54699,[0.         0.         0.07450981 ... 0.00784314 0.05098039 0.00784314]
11944,diy_tools_materials,3,905c6adc-ae60-4c68-92f3-ccd2cd1555fe,[0. 0. 0. ... 0. 0. 0.]
11945,other_goods,8,4b1a6358-5756-40cb-807e-d08ebd961f80,[0.         0.         0.         ... 0.00784314 0.00784314 0.00784314]
11946,health_beauty,4,bdd6a467-8e48-4dda-a3a1-8c5b9ba6cbcd,[0. 0. 0. ... 0. 0. 0.]
11947,music_films_books_games,7,913a120a-4d9b-467d-8b1d-547ba4454e9c,[0.         0.         0.         ... 0.00784314 0.01568628 0.01568628]
11948,home_garden,1,f205a8e1-dba1-4546-b79e-174b6e80b336,[0.01176471 0.01176471 0.01176471 ... 0.         0.         0.        ]
11949,clothes_footwear_accessories,9,cb045e0f-08c4-4028-8b3a-a8bf834addf4,[0.01176471 0.01176471 0.01176471 ... 0.01960784 0.01960784 0.01960784]
11950,office_furniture_equipment,2,cd166f6b-bdd4-427c-a5b4-487f6ce4633d,[0.01176471 0.01176471 0.01176471 ... 0.         0.         0.        ]
11951,baby_kids_stuff,6,397c2a88-863c-4d1b-8df5-c358be78472d,[0.827451 0.827451 0.827451 ... 0.       0.       0.      ]
11952,appliances,5,183e1b07-47fa-41f7-a1de-090da75dff0d,[0. 0. 0. ... 0. 0. 0.]
11953,other_goods,8,68e8d5cd-7611-48fb-ab69-25c7906ba17e,[0. 0. 0. ... 0. 0. 0.]
11954,home_garden,1,6f00df01-3a1a-48f9-b22d-1d3f77b5f9f4,[0. 0. 0. ... 0. 0. 0.]
11955,diy_tools_materials,3,5c337a5f-7410-4efa-8cde-430a6c962d8c,[0.05882353 0.03137255 0.         ... 0.         0.         0.        ]
11956,computers_software,11,50b5a5a0-09ea-448d-886e-a0b273e83033,[0.         0.         0.         ... 0.         0.01568628 0.02745098]
11957,clothes_footwear_accessories,9,f3df08bf-64b0-4bb8-8499-60eaaca95f33,[0.01176471 0.00392157 0.         ... 0.00784314 0.01568628 0.01568628]
11958,sports_leisure_travel,0,be0752f6-4c19-4997-b355-f043769c19f0,[0. 0. 0. ... 0. 0. 0.]
11959,baby_kids_stuff,6,f3ca0142-9b60-4910-b9ba-ecaad48c7029,[0.00392157 0.         0.         ... 0.00784314 0.         0.        ]
11960,phones_mobile_phones_telecoms,12,41f3505d-afeb-42c1-bae6-d5f0382b1dc9,[0.02352941 0.01176471 0.         ... 0.         0.         0.        ]
11961,video_games_consoles,10,497edfe8-8be5-445d-b984-089abf3c164b,[0. 0. 0. ... 0. 0. 0.]
11962,other_goods,8,5868418f-5f2a-42b2-b82d-d1399eb5bedf,[0. 0. 0. ... 0. 0. 0.]
11963,sports_leisure_travel,0,f8c936ed-989d-4500-9738-33389e5a3867,[0. 0. 0. ... 0. 0. 0.]
11964,office_furniture_equipment,2,5ef2b62a-d320-4b08-a32b-b9acb3231b1d,[0.00392157 0.00392157 0.00392157 ... 0.         0.         0.        ]
11965,computers_software,11,0e768be9-9dc6-4c68-9d5d-5dd37edbd098,[0.98039216 0.9882353  0.9882353  ... 1.         1.         1.        ]
11966,music_films_books_games,7,8349a8ed-0189-46d8-97bd-3a5847a6048b,[0. 0. 0. ... 0. 0. 0.]
11967,office_furniture_equipment,2,f22aeac4-36e6-405e-be66-7afba32cb738,[0.01176471 0.01176471 0.01176471 ... 0.00784314 0.00784314 0.00784314]
11968,appliances,5,3a819841-3206-4bf5-881d-4c3774dffbf6,[0.00392157 0.         0.         ... 0.         0.         0.        ]
11969,baby_kids_stuff,6,f0230e37-fdd9-4b4f-ba61-dc512e3d0af5,[0. 0. 0. ... 0. 0. 0.]
11970,phones_mobile_phones_telecoms,12,b75958f2-f2fa-4da1-b305-ccd59ab05a2d,[0.         0.         0.         ... 0.         0.00784314 0.00784314]
11971,computers_software,11,0a851ca1-4645-4e50-bbfd-8099110398f2,[0.01568628 0.00392157 0.01960784 ... 0.         0.04313726 0.01568628]
11972,sports_leisure_travel,0,9c37e4ae-2a71-49d4-a2e6-175d50f5e5c5,[0. 0. 0. ... 0. 0. 0.]
11973,sports_leisure_travel,0,9299824f-3fb2-4685-8646-b028e84f2fc6,[0. 0. 0. ... 0. 0. 0.]
11974,music_films_books_games,7,4b3bc342-f863-403b-9c1e-116d36111c40,[0. 0. 0. ... 0. 0. 0.]
11975,health_beauty,4,58f6a932-7e89-481f-ad51-766d3db85c2f,[0. 0. 0. ... 0. 0. 0.]
11976,health_beauty,4,3ee0baa4-e061-4b79-a2a9-81dc001a58e9,[0.         0.         0.         ... 0.         0.01568628 0.01960784]
11977,home_garden,1,8b529dce-dcea-4566-9651-acc781133500,[0. 0. 0. ... 0. 0. 0.]
11978,clothes_footwear_accessories,9,21e86b38-3179-4be9-b966-e85ae161862a,[0. 0. 0. ... 0. 0. 0.]
11979,sports_leisure_travel,0,6dc2fa30-746b-4a32-a480-4c01b7f8bb4a,[0.         0.         0.         ... 0.         0.         0.01568628]
11980,home_garden,1,e338f029-0a78-4fd5-ae3e-ea6615ad16d0,[0.         0.         0.         ... 0.01960784 0.00784314 0.03529412]
11981,clothes_footwear_accessories,9,7251d9d2-c6bb-43aa-9154-e0debdf548b2,[0. 0. 0. ... 0. 0. 0.]
11982,home_garden,1,22bb2285-6a04-4765-a618-d955f4944f9d,[0. 0. 0. ... 0. 0. 0.]
11983,video_games_consoles,10,ae614549-c04d-4810-b84f-cb1c160e678f,[0.00392157 0.         0.         ... 0.         0.00784314 0.01960784]
11984,other_goods,8,46873ca3-0468-4a1e-89f9-4470e809e757,[0.00392157 0.         0.         ... 0.         0.         0.        ]
11985,sports_leisure_travel,0,acd9d892-059a-4863-b881-fcac1f1f42c8,[0.         0.         0.         ... 0.00784314 0.         0.        ]
11986,computers_software,11,ba031a65-00eb-4770-b0cc-e87191883a0f,[0. 0. 0. ... 0. 0. 0.]
11987,clothes_footwear_accessories,9,e694468e-91b8-40fb-be5f-b817b03b6b60,[0.00392157 0.00392157 0.00392157 ... 0.00784314 0.01568628 0.01568628]
11988,office_furniture_equipment,2,9758f52b-210d-45af-b74c-7df3c4dcb2f0,[0.01176471 0.01176471 0.01176471 ... 0.         0.00784314 0.00784314]
11989,appliances,5,8977fd92-6727-4033-a248-a62eafeb794c,[0.         0.         0.         ... 0.         0.00784314 0.00784314]
11990,computers_software,11,b04cd695-72cd-4d0d-99c1-23d2bb90836e,[0. 0. 0. ... 0. 0. 0.]
11991,health_beauty,4,d90a756b-e949-48a3-9c1e-4863e146bb1f,[0. 0. 0. ... 0. 0. 0.]
11992,office_furniture_equipment,2,f3ebb746-ef5c-4fe3-9c5d-b9c3733180c8,[0. 0. 0. ... 0. 0. 0.]
11993,home_garden,1,5653fa4d-28f9-455f-9352-b3c9c0e8d60d,[0. 0. 0. ... 0. 0. 0.]
11994,home_garden,1,1e74bef2-ef35-4308-95a7-5c5a23757633,[0.00392157 0.00392157 0.00392157 ... 0.         0.         0.        ]
11995,home_garden,1,c8401c8f-cd92-4b87-9fd4-917d6d775d5c,[0.02352941 0.02352941 0.02352941 ... 0.00784314 0.00784314 0.00784314]
11996,computers_software,11,fdc9e5d6-0f2b-4a44-8278-aa9525ab9ca7,[0.         0.         0.         ... 0.00784314 0.         0.        ]
11997,clothes_footwear_accessories,9,b0fb68d2-0c10-4d49-abf4-4f1f987e13b2,[0.05490196 0.04313726 0.02745098 ... 0.         0.         0.        ]
11998,computers_software,11,52f9adeb-cafd-452d-be83-fd5eda2729dd,[0.02352941 0.01568628 0.01176471 ... 0.         0.00784314 0.00784314]
11999,other_goods,8,8c1a2eaa-27ca-4256-802a-1911e40058d6,[0. 0. 0. ... 0. 0. 0.]
12000,appliances,5,8621574d-74f1-4612-876f-dc7ed3594987,[0. 0. 0. ... 0. 0. 0.]
12001,office_furniture_equipment,2,de81d3d0-dffc-4aaa-8a9c-e4a8339fc2c5,[0. 0. 0. ... 0. 0. 0.]
12002,home_garden,1,1052795e-fd6d-4380-8b4e-b329dfc2abbe,[0.         0.         0.00392157 ... 0.00392157 0.         0.        ]
12003,sports_leisure_travel,0,a89149a7-7074-46db-8daa-17f3daf33d23,[0.00392157 0.00392157 0.00392157 ... 0.         0.         0.        ]
12004,office_furniture_equipment,2,a0869746-3559-4ba8-8fc2-a92e8a9d4616,[0. 0. 0. ... 0. 0. 0.]
12005,health_beauty,4,d3ddfedd-5a21-45f1-aa38-3f8368e4adf9,[0.         0.         0.         ... 0.00784314 0.00784314 0.00784314]
12006,office_furniture_equipment,2,10a7946d-4f13-4062-b1b1-6ca7a042035b,[0.00392157 0.00392157 0.         ... 0.         0.         0.        ]
12007,computers_software,11,2c7620b0-6d26-4d09-a2c5-62a48b24b540,[0.01568628 0.01568628 0.01176471 ... 0.         0.         0.        ]
12008,clothes_footwear_accessories,9,adb3a57f-8d90-495b-a99e-de03c844333a,[0.00392157 0.00392157 0.00392157 ... 0.01568628 0.01568628 0.01568628]
12009,health_beauty,4,f752a8db-de75-4058-9258-2403882b986b,[0.         0.         0.         ... 0.         0.00784314 0.00784314]
12010,home_garden,1,b8794c8e-878a-492d-b76f-9caf06477962,[0. 0. 0. ... 0. 0. 0.]
12011,diy_tools_materials,3,5c66a87a-d65d-4a71-a0a2-b0987c0022c9,[0. 0. 0. ... 0. 0. 0.]
12012,music_films_books_games,7,771fb45c-d8fd-4181-9c1e-66ac092d1512,[0. 0. 0. ... 0. 0. 0.]
12013,sports_leisure_travel,0,49136596-0e0e-41db-9f05-255b6e1e2fc5,[0. 0. 0. ... 0. 0. 0.]
12014,phones_mobile_phones_telecoms,12,889b52e1-de42-45e4-a88a-a452631af56b,[0. 0. 0. ... 0. 0. 0.]
12015,clothes_footwear_accessories,9,5a9c921e-6fde-47f5-8cc6-5790b8db2e34,[0. 0. 0. ... 0. 0. 0.]
12016,other_goods,8,4c20d37e-d026-4dfd-937d-b5e0126e836b,[0. 0. 0. ... 0. 0. 0.]
12017,other_goods,8,32852802-2ee6-4186-b868-f7d5eef15643,[0.         0.         0.         ... 0.01568628 0.01568628 0.01568628]
12018,other_goods,8,921ed6b5-dd97-4cac-ad45-ec94d679264f,[0.         0.         0.01176471 ... 0.         0.         0.        ]
12019,office_furniture_equipment,2,97505658-ca3b-429a-bcf6-dd845b57ed0b,[0.02352941 0.00392157 0.         ... 0.         0.         0.        ]
12020,phones_mobile_phones_telecoms,12,a5b33c7e-9ccd-4648-a225-c0c5f95c0168,[0. 0. 0. ... 0. 0. 0.]
12021,home_garden,1,552ff18d-c0d4-498f-9927-a43970f2b97a,[0.         0.         0.         ... 0.00784314 0.00784314 0.00784314]
12022,health_beauty,4,da5a4ae0-fff1-440f-9f9d-cd9b34bb402e,[0.01176471 0.         0.         ... 0.         0.         0.        ]
12023,computers_software,11,1999e687-79b6-43ca-9152-7b62e50a3a61,[0.         0.         0.         ... 0.00784314 0.         0.        ]
12024,office_furniture_equipment,2,65687786-cfbb-41c5-b724-e8306b31a666,[0. 0. 0. ... 0. 0. 0.]
12025,music_films_books_games,7,6d3a88a0-5a8d-4a2f-aec5-7baa99c454dd,[0. 0. 0. ... 0. 0. 0.]
12026,office_furniture_equipment,2,b957d80e-e516-45bb-9014-eabcc8844e8e,[0.00784314 0.         0.         ... 0.         0.01568628 0.03137255]
12027,office_furniture_equipment,2,cb8e9256-0430-47b4-908f-cc7fb1d8043d,[0. 0. 0. ... 0. 0. 0.]
12028,video_games_consoles,10,bea16c27-97d4-4059-b4fd-269bdceeef3d,[0. 0. 0. ... 0. 0. 0.]
12029,home_garden,1,043bf647-4971-42ef-b7ec-1288c60f829e,[0.01176471 0.01176471 0.00392157 ... 0.         0.         0.        ]
12030,home_garden,1,bea9ce48-b76d-4b6b-b3ef-0e1045d72e40,[0.01176471 0.00392157 0.         ... 0.01568628 0.02745098 0.02745098]
12031,clothes_footwear_accessories,9,4ca85c80-7015-4147-953f-6f1d67b90fbf,[0.02745098 0.02745098 0.02352941 ... 0.         0.         0.        ]
12032,video_games_consoles,10,1fa38c73-34eb-4140-a655-d22901f9a278,[0. 0. 0. ... 0. 0. 0.]
12033,sports_leisure_travel,0,ccb84204-65ad-4d7e-bd12-9d81708714f0,[0.         0.         0.05098039 ... 0.00784314 0.01960784 0.01568628]
12034,diy_tools_materials,3,7b540c1f-c254-473a-b47a-3ba09836e23a,[0.         0.         0.         ... 0.         0.00784314 0.00784314]
12035,other_goods,8,f0dfbf68-876b-42cf-9539-94ac80695991,[0.         0.         0.01176471 ... 0.03137255 0.02352941 0.00784314]
12036,home_garden,1,66d449fa-a177-4990-a8c4-d81bb2431005,[0.01568628 0.01176471 0.01176471 ... 0.         0.         0.        ]
12037,home_garden,1,9d5e17ce-7bc8-466a-acec-007cbd2c6ad6,[0.         0.         0.         ... 0.         0.00392157 0.00784314]
12038,computers_software,11,88c70493-686d-4957-bc3c-7db2ebeb3fbd,[0.         0.         0.         ... 0.01568628 0.01568628 0.01568628]
12039,home_garden,1,4794e3ac-d1d8-4bd3-914e-701692552dcd,[0. 0. 0. ... 0. 0. 0.]
12040,home_garden,1,6954ea6f-b159-4d4b-b223-741c0edddd4a,[0. 0. 0. ... 0. 0. 0.]
12041,diy_tools_materials,3,39f5ac97-96d6-4cc5-81f9-984293cc5aaa,[0.         0.         0.01176471 ... 0.00784314 0.00784314 0.00784314]
12042,appliances,5,51b4c19e-f72d-473c-8ec1-e210eaab64a4,[0. 0. 0. ... 0. 0. 0.]
12043,computers_software,11,94be9960-f0e4-44af-9957-ea64b264c145,[0. 0. 0. ... 0. 0. 0.]
12044,video_games_consoles,10,d3751e73-efc5-4f0f-b726-8f4eec209efe,[0.         0.         0.         ... 0.00784314 0.00784314 0.00784314]
12045,health_beauty,4,60aa806d-0695-4042-b529-da4bc60dd6fe,[0. 0. 0. ... 0. 0. 0.]
12046,appliances,5,c8a0704f-eba8-48fe-923c-ea983b990992,[0.         0.         0.         ... 0.01568628 0.01568628 0.00784314]
12047,computers_software,11,3d900331-4c7e-4469-85bf-91be58aea2da,[0.02745098 0.01176471 0.00392157 ... 0.         0.         0.        ]
12048,health_beauty,4,74123632-bfdd-43ef-b470-c7b281bbfbde,[0.00392157 0.00392157 0.00392157 ... 0.         0.         0.        ]
12049,clothes_footwear_accessories,9,912c28df-953b-4265-887a-8a1017593775,[0.00392157 0.00392157 0.00392157 ... 0.         0.         0.        ]
12050,appliances,5,2c8c0429-61eb-43a2-ad6d-60053f090698,[0.00392157 0.         0.         ... 0.00784314 0.00784314 0.00784314]
12051,office_furniture_equipment,2,fc219b0a-6298-4bc1-8f4a-d0474414f1aa,[0.         0.         0.         ... 0.00784314 0.01568628 0.01960784]
12052,other_goods,8,9cc1399c-c5a0-4c55-9033-edfab339d921,[0. 0. 0. ... 0. 0. 0.]
12053,health_beauty,4,ede12d52-583e-44cf-bb73-c5dedec9aad8,[0.         0.         0.         ... 0.01960784 0.01960784 0.01960784]
12054,music_films_books_games,7,03bdefef-1d19-46a7-b423-5601fc528df8,[0. 0. 0. ... 0. 0. 0.]
12055,baby_kids_stuff,6,1d619cc2-5bfa-4ab8-a0e9-c3bbdc2ea1d5,[0.         0.         0.23137255 ... 0.         0.         0.        ]
